id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,icmp,tcp,udp,dhcp,dns,http,irc,ssl,OTH,RSTO,RSTR,S0,S1,S3,SF,SHR
50720,6667,3.149208,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53954,6667,3.113227,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57104,6667,3.124964,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44717,123,0.114192,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56632,6667,3.109482,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,53,1.659041,0,0,0,2042,81680,0.0,0.0,benign,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57038,6667,3.0915,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5353,5353,3.890837,876,0,0,6,1164,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
53432,6667,34.6575,62,269,0,9,554,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49422,6667,3.12772,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,10.001552,288,288,0,6,456,6.0,456.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54678,6667,3.108503,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51556,6667,3.159935,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0.001496,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53124,6667,3.154178,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41739,53,0.012391,43,111,0,1,71,1.0,139.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
55364,6667,3.089497,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39480,53,0.191896,34,295,0,1,62,1.0,323.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51020,6667,4.089921,75,243,0,9,567,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57452,53,0.0005,37,100,0,1,65,1.0,128.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
57034,6667,3.099255,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56690,443,0.011495,0,0,0,5,212,3.0,144.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52886,6667,2.084564,75,243,0,9,559,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52126,6667,1.079634,75,243,0,8,499,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56318,6667,3.139458,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52802,6667,3.156448,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52766,6667,3.107727,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54702,6667,3.101995,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53104,6667,2.083818,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56768,6667,3.112723,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56666,6667,33.040736,62,269,0,8,486,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39877,53,0.048468,34,311,0,1,62,1.0,339.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
56694,443,0.011245,0,0,0,5,212,3.0,144.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53622,6667,3.154459,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51292,6667,3.092747,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59474,53,0.060457,37,179,0,1,65,1.0,207.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
33043,443,0.176464,31,0,0,2,111,1.0,40.0,benign,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11625,53,0.007042,40,56,0,1,68,1.0,84.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5353,5353,7.009973,804,0,0,4,996,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
49960,6667,4.102661,75,243,0,9,567,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
123,123,0.042727,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49234,6667,3.154717,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37475,443,0.119112,259,110,0,2,339,1.0,150.0,benign,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,123,0.087199,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53276,6667,1.050896,74,242,0,8,510,6.0,562.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52506,6667,3.13972,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49910,6667,3.144709,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49936,6667,3.082981,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,136,0.000113,24,16,0,1,72,1.0,64.0,benign,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50028,6667,3.155701,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51834,6667,1.035156,75,243,0,9,563,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54786,6667,3.139965,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50166,6667,3.10149,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38522,80,0.037164,0,0,0,4,216,2.0,112.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48278,443,9.102421,1090,6429,0,14,1670,13.0,6957.0,benign,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50800,6667,3.136228,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51406,6667,3.139204,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52130,6667,2.084812,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50474,6667,3.139209,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51154,6667,3.154701,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54294,6667,32.976732,62,269,0,7,434,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49842,6667,3.104501,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56482,80,0.228612,157,371,0,4,337,4.0,539.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52956,6667,3.123228,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50392,6667,3.14196,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51882,6667,3.10073,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56882,6667,32.459966,62,269,0,7,434,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49448,6667,4.099413,75,243,0,10,619,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,67,8.322388,600,0,0,2,656,0.0,0.0,benign,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1900,1900,50.83058,3768,0,0,12,4104,0.0,0.0,benign,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56172,6667,3.115466,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0.180384,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
41149,53,5.004403,78,0,0,2,134,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
123,123,0.013239,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53642,6667,3.142208,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50914,6667,4.089405,75,243,0,9,567,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53322,6667,3.08198,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50144,6667,1.084132,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
123,123,0.001736,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49222,6667,4.081939,75,243,0,10,619,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37805,80,0.253539,135,238,0,4,315,4.0,406.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53586,6667,36.589135,62,269,0,9,554,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56148,6667,3.117721,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51488,6667,3.147461,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,136,134.880125,96,0,0,4,288,0.0,0.0,benign,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53681,443,0.011492,0,0,0,5,212,3.0,144.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23094,53,0.015088,36,68,0,1,64,1.0,96.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
53186,6667,3.099221,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53836,53,0.132915,41,124,0,1,69,1.0,152.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
42408,443,300.961256,707,3688773,0,1544,86127,2636.0,3835697.0,benign,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
53692,6667,36.700342,62,269,0,7,434,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8495,53,0.022367,43,111,0,1,71,1.0,139.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
55440,6667,3.125723,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52630,6667,3.130739,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49632,6667,4.353261,75,243,0,9,567,7.0,615.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49754,6667,3.080242,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55076,6667,3.149469,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52794,6667,3.090485,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52582,6667,1.020672,60,124,0,5,328,4.0,328.0,malicious,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
51804,6667,3.150451,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52749,53,0.046466,34,297,0,1,62,1.0,325.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
52102,6667,4.149876,74,242,0,9,566,7.0,614.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52650,6667,1.096627,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56278,6667,3.159442,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53409,443,3.000292,0,0,0,6,276,2.0,92.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33269,53,5.00439,78,0,0,2,134,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
52504,6667,1.026416,60,124,0,5,328,4.0,328.0,malicious,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
53658,6667,38.512288,62,269,0,10,606,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57018,6667,32.249641,62,269,0,7,446,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40074,53,0.018047,46,62,0,1,74,1.0,90.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
57277,53,5.005412,78,0,0,2,134,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
55718,6667,3.117975,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52212,6667,2.035338,75,243,0,9,571,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5353,5353,7.005401,804,0,0,4,916,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
68,67,58.80206,3000,0,0,10,3280,0.0,0.0,benign,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
60622,80,0.110187,1847,791,0,7,2151,6.0,1043.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
123,123,0.008994,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52021,53,5.000909,78,0,0,2,134,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
50590,6667,3.150204,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54922,6667,32.48997,62,269,0,7,434,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36607,53,0.016538,64,128,0,1,92,1.0,156.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
52304,6667,3.137977,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54814,6667,3.093491,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56056,6667,3.111478,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0.094945,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68,67,175.769442,7200,0,0,24,7872,0.0,0.0,benign,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
41346,80,0.267357,135,238,0,4,315,4.0,406.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56146,80,300.176227,292,775,0,8,632,6.0,1027.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56412,6667,34.04001,62,260,0,8,486,7.0,632.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49618,6667,2.07981,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60889,80,0.234116,1595,177,0,7,1887,7.0,469.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50228,6667,1.112618,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
123,123,0.001497,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49488,6667,3.093976,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51089,80,0.235333,157,371,0,4,337,4.0,539.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49364,6667,3.095724,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0.001496,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56408,6667,3.138731,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56370,6667,32.870235,62,269,0,7,446,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
123,123,0.0477,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52274,6667,2.088043,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52136,6667,4.083668,75,243,0,10,619,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,67,59.87721,3000,0,0,10,3280,0.0,0.0,benign,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
55464,6667,35.716939,62,260,0,10,606,7.0,632.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55366,6667,3.087005,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5353,5353,7.005132,1247,0,0,6,1535,0.0,0.0,benign,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
54166,6667,3.146704,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54744,6667,3.10646,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55992,6667,3.104978,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55010,6667,3.159931,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49734,6667,1.110625,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57092,80,0.089198,1847,1539,0,7,2151,7.0,1831.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
52258,6667,4.092169,75,243,0,10,619,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54760,6667,3.152209,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39156,53,0.011338,43,111,0,1,71,1.0,139.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51220,6667,3.143205,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0.002007,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56366,6667,3.150701,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50586,6667,3.153954,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55442,6667,3.123475,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48754,80,0.246422,157,371,0,4,337,4.0,539.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25810,53,0.011297,43,111,0,1,71,1.0,139.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
56414,443,0.003495,0,0,0,5,212,3.0,144.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56758,6667,3.144722,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,9.868372,288,288,0,6,456,6.0,456.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51150,6667,3.081778,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51156,53,0.0005,46,173,0,1,74,1.0,201.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50140,6667,2.079326,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54828,6667,32.192676,62,269,0,7,446,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
123,123,0.001744,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53040,6667,1.016936,60,124,0,5,328,4.0,328.0,malicious,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
123,123,0.020488,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51898,6667,3.121211,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47897,80,300.162899,292,775,0,8,632,6.0,1027.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41096,80,0.885992,149,84592,2896,62,3689,60.0,84824.0,benign,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53676,6667,32.009728,62,269,0,8,486,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50734,6667,4.182374,75,243,0,9,567,7.0,615.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51452,6667,3.1547,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50940,6667,3.123722,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55338,6667,3.159219,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49598,6667,3.080238,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0.010731,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54830,6667,3.086513,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49910,6667,0.86001,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51580,6667,3.109228,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54784,6667,33.455721,62,269,0,8,494,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55836,6667,3.103498,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1645,53,0.027006,32,48,0,1,60,1.0,76.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50544,6667,2.077565,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53500,6667,33.241998,62,269,0,7,434,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51842,6667,2.082562,75,243,0,8,507,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56956,6667,3.159715,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56522,6667,3.138716,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53560,6667,3.11647,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52810,6667,3.132225,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,0.036349,560,560,0,10,840,10.0,840.0,benign,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50259,53,0.000748,39,39,0,1,67,1.0,67.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51866,6667,1.101872,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53637,443,0.003248,0,0,0,4,172,2.0,92.0,benign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123,123,0.001497,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55848,6667,32.252883,62,260,0,9,550,8.0,749.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49768,6667,1.102871,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39542,53,0.000499,41,41,0,1,69,1.0,69.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
50958,6667,1.094377,75,243,0,7,447,6.0,563.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49376,6667,3.117461,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49658,6667,3.09023,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55130,6667,32.770082,62,269,0,7,434,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50406,6667,3.119211,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55343,123,0.114181,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
123,123,0.001732,48,48,0,1,76,1.0,76.0,benign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55486,6667,34.023644,62,269,0,8,494,6.0,589.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68,67,58.640176,3000,0,0,10,3280,0.0,0.0,benign,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
37087,53,0.127172,34,281,0,1,62,1.0,309.0,benign,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51082,6667,3.113975,0,0,0,3,180,0.0,0.0,malicious,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50660,6667,4.655607,75,243,0,9,567,7.0,615.0,malicious,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
